Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
172,1.264699,0.168286,-0.27534,0.220631,0.459215,0.468624,-0.17279,0.209104,-0.02862,-0.13427,0.534672,0.179221,-0.37591,0.002705,0.823227,0.806188,-0.42136,0.272558,0.241155,-0.10601,-0.30479,-0.90861,-0.00944,-1.37677,0.266823,0.191967,-0.01684,0.002034,1.29,0
179,-0.43109,0.890752,1.720543,-0.23825,0.273263,-0.97019,1.24991,-0.48368,-0.87116,-0.34569,-0.00936,0.168271,0.715169,0.017896,1.031674,-0.38019,-0.04346,-0.8575,1.167422,0.290505,-0.41264,-1.112,-0.05768,0.430112,-0.06325,0.723811,-0.2107,-0.16106,27.99,0
180,-0.78267,1.017987,1.505851,0.920905,0.758765,0.392475,1.357625,-0.66645,1.07113,1.702692,-0.81249,-0.91415,-1.23418,-0.85679,0.551041,-1.40229,0.060432,-0.54799,0.858789,0.663807,-0.41046,0.14597,-0.24811,-0.45212,0.014228,-0.28196,0.118371,-0.50847,23.63,0
180,1.294033,-0.76281,0.111245,-0.53542,-1.1344,-0.9377,-0.47758,-0.04169,-0.68574,0.801351,0.996134,-0.96086,-2.42059,0.477474,-0.69017,0.773869,0.578843,-0.94471,1.030467,-0.02244,0.211623,0.432048,-0.157,0.526055,0.639295,-0.09124,-0.03494,-0.00271,48,0
181,-0.72364,0.154496,1.263163,0.964978,-0.02717,2.285202,1.891703,-0.14148,-0.11065,-0.14759,0.41156,0.05995,-0.30244,-0.24312,1.510086,-1.79772,0.981416,-2.14989,-0.88525,-0.01316,-0.07879,0.424114,0.206428,-0.96641,-0.76168,-0.43722,-0.05111,-0.38074,318.5,0
181,1.136752,-0.10377,0.904686,0.488211,-0.67852,0.039861,-0.58129,0.270996,0.25654,0.068092,1.445184,0.506268,-0.85021,0.464223,0.963247,0.522012,-0.46301,0.029022,-0.38666,-0.16609,-0.01753,-0.09316,0.119723,-0.00059,0.026252,0.229223,0.000201,0.010945,6.47,0
183,0.726749,-0.52804,0.050366,1.373621,-0.12412,0.415688,0.259555,0.085114,-0.00303,-0.06229,0.906661,1.228475,0.086611,0.250635,-0.76578,-0.41202,-0.11194,-0.35658,-0.02494,0.285749,0.061888,-0.10184,-0.30837,-0.27067,0.60441,-0.33369,-0.00394,0.040685,224.97,0
183,-0.59807,1.264137,1.410326,1.695175,0.391728,0.192576,1.118221,-0.05061,-1.71697,0.457353,0.855788,0.594038,0.821723,0.189484,-0.53064,0.752645,-1.01194,0.379097,-0.43582,-0.01537,0.142545,0.317851,-0.19907,0.014307,0.15058,-0.01571,-0.07164,0.034371,75.83,0
184,1.199278,0.365738,0.428155,0.617733,-0.34261,-0.84587,0.041919,-0.11462,-0.3606,-0.13737,1.948868,1.410297,0.894622,-0.23569,0.292096,0.578699,-0.22722,0.03313,0.009132,-0.02532,-0.21335,-0.61552,0.132391,0.517045,0.185487,0.061686,-0.0215,0.024434,1.98,0
184,-0.14326,0.743649,1.534072,1.06217,0.208187,-0.83862,0.524151,-0.29466,-0.47886,-0.0061,-0.12131,-0.5643,-0.35263,-0.33651,1.880062,-0.32368,0.541293,0.1393,1.592843,0.271423,-0.20501,-0.46089,0.047407,0.339243,-0.77944,0.234456,-0.02412,-0.0499,1.98,0
185,-0.2413,1.089311,0.703989,-0.26599,0.692898,-0.17935,0.684651,0.02071,-0.28605,-0.50854,-1.47916,-0.59153,0.269665,-0.49476,1.006307,0.795482,-0.49522,0.329829,0.436667,0.154854,-0.35647,-0.95438,-0.18444,-1.07082,0.023379,0.158949,0.2429,0.083893,4.65,0
187,0.066061,0.876263,1.093993,1.556151,-0.07232,-0.6719,0.569707,-0.14379,-0.60947,0.122388,-0.47755,-0.34854,-0.27591,0.469809,1.619878,-0.63798,0.179422,0.263765,1.33269,0.126786,0.159757,0.497797,-0.04327,0.397923,-0.35815,-0.18633,0.135739,0.09884,23.32,0
188,1.168433,0.319978,0.589693,1.044774,-0.37694,-0.67733,0.054472,-0.08767,-0.30411,0.147234,1.61102,1.278345,0.482879,0.428825,0.244128,0.284008,-0.68367,0.193288,-0.16528,-0.09152,0.020051,0.06697,-0.01727,0.532429,0.50207,-0.4708,0.021893,0.019337,8.09,0
190,-1.50578,-0.21533,1.991294,-1.63149,-0.63597,0.228414,-0.03427,0.042696,-0.23544,0.16474,-1.51829,-0.31742,1.120535,-1.52478,-1.21855,1.063014,0.044391,-1.34081,0.715632,0.232752,-0.10194,0.148146,-0.45011,-0.39656,0.554224,-0.34049,-0.33562,-0.41338,82.29,0
190,-0.9136,0.162262,0.541429,-1.9318,0.235402,-0.20926,0.770523,-0.40719,-1.37475,0.311188,-1.71558,-0.15392,1.922851,-0.48434,0.194711,-0.82573,-0.90251,1.214261,-0.73985,-0.59184,-0.38255,-0.54674,-0.32002,-0.92838,-0.08001,0.908687,-0.28688,0.14045,99.95,0
190,0.07575,1.026986,0.834891,1.208913,0.107554,0.465977,-0.33096,-1.61987,-0.4366,0.060715,-0.43121,0.537036,0.942512,0.31897,1.596569,-0.32772,0.01698,-0.40759,0.243005,-0.2587,1.490696,-0.53241,-0.17977,-0.42272,0.77477,-0.17243,0.265078,0.230016,20,0
190,0.803846,-0.57172,1.048093,1.167677,-0.70229,1.000003,-0.69297,0.483593,0.577314,-0.09728,1.366323,0.946058,-0.53352,0.127501,0.49899,-0.11272,-0.06002,-0.11353,-0.90197,0.029185,0.300503,0.778199,-0.14478,-0.27747,0.272133,-0.22747,0.072237,0.038945,127.75,0
190,-0.54941,0.676861,2.15195,1.014523,-0.62001,0.076154,0.041578,0.342672,0.124723,-0.04809,0.73798,0.1973,-1.35033,0.096466,-0.39187,-0.28617,-0.04145,0.83692,0.777121,0.104755,0.212024,0.850203,-0.1856,0.54499,-0.13061,-0.19637,0.422119,0.203313,20.7,0
192,-0.35129,1.183754,0.530794,0.543891,0.798441,-0.80447,1.56317,-0.93579,0.633634,2.303627,1.398891,-0.31866,-1.41065,-0.15522,0.27795,-0.70623,-0.78009,0.354094,0.618678,0.596401,-0.12175,0.668124,-0.05738,0.301398,-0.73095,-0.53862,-0.03721,-0.47996,1.79,0
193,-0.92252,0.841577,2.078,1.373071,0.666526,0.779012,0.609458,0.402369,-1.08837,-0.09663,0.449567,0.397328,-0.54162,0.015321,-1.67226,0.454716,-0.56687,-0.38464,-1.08849,-0.10556,-0.12743,-0.45804,-0.06739,-0.3508,0.039176,-0.29108,0.058607,0.08976,37.2,0
194,-1.13152,1.016399,0.73581,1.166614,0.790236,-1.1872,0.736469,-0.32799,-0.55555,-0.45453,0.023277,-0.18631,0.395096,-1.3089,1.220467,0.116426,0.86288,0.649778,0.317547,-0.26597,0.009613,0.315739,0.05421,0.294232,0.003877,-0.31416,-0.09951,0.122697,1,0
194,-0.7733,-0.19066,2.404946,-1.79988,-0.39652,0.199218,0.257806,-0.34196,-0.06973,1.181367,1.465251,-0.10512,-0.23254,-1.39712,-1.21718,0.568078,0.036588,-1.27257,-0.09021,0.436142,0.23514,1.4478,-0.32061,0.271029,-0.0683,-0.26682,-0.12706,-0.39203,32.77,0
194,-0.93115,0.825889,0.168008,-0.07721,2.966452,4.099506,-0.1469,-1.11125,-0.02318,0.395387,-0.47471,-0.18107,-0.34698,-0.25255,0.06634,-0.63604,-0.32612,0.140926,1.2075,-0.18154,1.317467,-0.70084,-0.21769,0.99648,0.292649,-0.31773,-0.22121,-0.30092,5.99,0
196,-0.27829,0.866214,-0.30062,-1.11735,2.542242,3.270646,0.117003,0.934686,-0.50387,-0.44516,-0.01032,-0.33258,-0.07964,-0.25872,1.09753,0.715429,-0.48252,0.323554,0.282821,0.221469,-0.32054,-1.00567,-0.05545,0.93579,-0.00756,0.088109,0.248043,0.090837,0.89,0
196,1.198658,-0.42033,0.014599,-0.27079,-0.47107,-0.38461,-0.08389,-0.07757,-1.53751,0.846368,1.512576,0.858693,0.41055,0.529565,0.147448,-1.57395,0.024288,0.49901,-0.73968,-0.40155,-0.63021,-1.50443,0.193771,-0.01746,0.058387,0.145373,-0.0349,0.011037,63.9,0
199,-0.92389,0.568852,1.244236,-0.59747,1.084897,-0.37698,0.568215,-0.00927,-0.24654,-0.20077,1.325403,0.35818,-0.37915,-0.4017,0.074929,0.557587,-0.46241,-0.04733,-0.72837,-0.01771,-0.21556,-0.43326,-0.08394,-0.36365,-0.5999,-0.11445,0.101575,-0.0333,6.45,0
199,1.029269,-0.51629,1.291785,0.364676,-1.27846,-0.19638,-0.61017,0.111794,1.07535,-0.53759,-0.00049,1.134768,0.424995,-0.59334,-0.14492,-0.58771,0.587059,-1.31998,-0.11431,0.015554,-0.13286,-0.18149,0.122151,0.698453,-0.00847,0.931971,-0.02278,0.02664,61.18,0
199,1.187706,-0.14102,0.563459,0.766383,0.151071,1.596937,-0.74247,0.458518,0.669476,-0.08976,-0.32941,0.95638,0.74104,-0.33964,-0.19956,0.462226,-0.87794,0.48555,0.367603,-0.06477,-0.09052,-0.02345,-0.20748,-1.68614,0.559743,-0.29158,0.086083,0.008422,9.99,0
200,-0.30492,-0.52139,1.341181,-0.2558,-1.12092,0.91826,0.174348,0.358936,1.20838,-1.11511,0.792523,0.94725,-0.63752,-0.0508,0.548193,-1.5469,0.732697,0.491793,2.642445,0.490222,0.124287,0.405698,0.418191,-0.30574,-0.48799,-0.55978,0.171079,0.107153,196.7,0
200,-1.26946,-1.02715,2.261373,-0.50436,0.693421,1.237761,0.056065,0.091919,-0.67668,0.33,0.426491,0.48536,0.795882,-0.91087,0.715259,-2.74494,0.679419,-0.70031,-3.46399,-0.52773,-0.13178,0.697266,0.288501,-0.64449,0.027409,-0.32971,-0.29179,-0.38156,79,0
204,0.860652,-0.24738,0.754082,1.185492,-0.48617,0.241013,-0.19778,0.136015,-0.13892,0.069816,1.630628,1.422599,0.929053,0.19049,0.688745,0.33601,-0.63373,0.158199,-0.74097,0.176969,0.285398,0.612468,-0.17576,0.047503,0.378592,-0.30509,0.037626,0.043644,137.3,0
204,-0.93823,0.104717,1.309642,-0.86754,0.450685,-1.4375,0.650604,0.02836,-0.58868,-0.55639,1.156113,-0.21844,-2.04926,0.896912,-0.27675,0.463415,-0.50061,-0.2212,0.012237,0.00438,-0.23709,-1.15083,0.262462,0.475206,-0.51679,0.426883,-0.0582,0.107996,39.94,0
204,-0.18842,0.877602,-0.73469,-0.9134,1.94177,4.037423,-1.70712,-2.53764,-0.59034,-0.76304,-0.15403,0.25252,-0.27993,0.883569,1.083943,0.826626,-0.72461,-0.00078,-0.00111,0.543409,-0.82408,-1.04233,0.168265,0.963855,0.88785,0.171167,0.012284,0.164538,1.98,0
205,1.182399,0.059489,0.310673,0.828817,0.341209,1.112593,-0.29278,0.287394,0.268307,-0.08758,0.151277,1.315883,0.930452,-0.13817,-0.52182,0.09515,-0.62629,-0.17409,0.488468,-0.06146,-0.33782,-0.77684,-0.05649,-1.35699,0.47579,-0.54652,0.063035,0.008047,12.99,0
206,-1.49976,1.059588,0.496912,1.006069,-0.67295,-0.4903,1.102433,-0.08485,-0.59923,-0.07266,-0.52773,0.193356,0.571694,0.369248,1.037854,-0.14502,-0.1312,0.055643,0.507019,-0.6348,0.08271,0.610348,0.257934,0.426521,-0.14591,-0.34852,-0.21515,-0.0276,153.91,0
206,-1.42715,-0.52777,2.460153,-2.80748,-0.45711,-1.36571,0.516031,-0.1326,1.654159,-1.86197,-0.37505,0.347861,-0.47626,-0.59143,0.226692,-0.05359,-0.64254,0.107727,-0.99508,0.332844,0.175522,0.575655,-0.1117,0.752948,0.675004,-0.16229,0.058107,-0.08626,101,0
206,-0.37056,0.59981,0.216683,-0.51309,2.697143,3.882795,0.295545,0.850059,-0.29719,0.19199,-0.92547,-0.36943,-0.37779,-0.49381,-1.48134,0.684362,-1.04821,-0.2567,-0.85991,0.11389,-0.14792,-0.17621,-0.12057,1.042297,-0.3917,0.675405,0.163595,-0.005,10.27,0
209,-5.85247,5.267376,-1.76189,-1.44125,-0.98853,-0.67219,0.07576,0.774198,3.580112,6.510779,1.276496,0.837057,0.377257,-1.61481,0.534728,0.416673,-0.54183,0.228258,-0.24388,2.983262,-0.91091,-1.20499,0.215766,-0.49807,1.125918,0.20145,2.468867,1.573084,8.97,0
209,-0.74288,0.563252,1.207243,0.912388,1.053791,0.574723,0.215633,0.253663,-0.43472,-0.04801,0.252837,0.432429,-0.42969,0.210475,-0.52915,-0.65479,-0.01133,0.075368,1.089806,-0.11891,-0.00718,0.166434,-0.37009,-0.79321,-0.01465,-0.25125,0.086313,0.089217,1.19,0
209,1.228501,0.09187,-0.26838,0.748905,0.449027,0.453604,-0.01306,0.098526,-0.06893,0.222078,-0.32423,0.01658,-0.29951,0.542127,0.475754,0.948127,-1.33599,0.962846,0.505214,-0.02695,-0.09869,-0.41024,-0.27182,-1.41998,0.70194,-0.33589,0.003435,0.003994,45,0
209,-0.57201,0.374981,0.923823,-0.95401,0.753635,0.139495,1.450748,-0.55172,-0.12616,0.068445,0.351181,0.224944,0.448234,-0.36239,-0.29747,0.828896,-1.64673,0.559571,-0.20329,-0.12756,-0.03032,0.334779,-0.19246,-0.79031,0.110173,0.309765,-0.50472,-0.49829,95.56,0
209,-0.42922,0.698849,1.588982,1.297157,0.119331,0.214133,0.387461,0.276524,-0.48315,-0.09135,1.011432,0.189489,-1.61935,0.532985,-0.35437,-1.0133,0.533989,-0.07268,0.977969,-0.05519,0.073325,0.324849,-0.10207,0.214137,-0.25123,-0.26704,0.169115,0.133832,13.99,0
210,1.293927,0.338071,-0.04276,0.502134,0.072283,-0.58346,0.123779,-0.18747,0.001883,-0.3034,-0.7176,0.265054,0.948911,-0.44933,1.092811,0.697079,-0.34214,-0.09449,0.109941,0.005473,-0.32923,-0.94214,0.008264,-0.4921,0.342975,0.143926,-0.02244,0.025373,12.99,0
211,0.263523,-1.8129,-0.31109,0.41293,-0.79461,0.196365,0.416626,-0.06299,0.345392,-0.36364,0.379691,0.911097,0.133219,0.118927,-0.67452,0.33785,-0.45055,-0.00117,0.858373,1.010958,0.002672,-1.04234,-0.48054,-0.41474,0.111706,0.81959,-0.16891,0.078203,526.96,0
211,-0.24783,-0.28268,1.653354,-1.01486,-0.68043,0.886364,-0.5382,0.37797,-1.23088,0.522508,0.605212,-0.9242,-0.36316,-0.14202,1.120027,1.190446,0.176379,-0.10661,1.598605,0.373669,0.545696,1.400962,-0.13399,-0.81078,-0.34854,0.093031,0.165626,0.130422,70,0
213,-0.26338,0.959103,0.28574,0.604068,3.22882,3.799503,0.715285,0.429148,-1.15549,0.873231,-0.34112,-0.79321,-0.15997,-0.05697,0.42955,0.611279,-1.29971,0.280441,-0.44745,0.139952,-0.01525,0.059111,-0.29182,0.992903,-0.12894,-0.11106,-0.34021,-0.3103,4.38,0
215,1.087792,-0.14355,1.374291,1.287399,-1.10064,-0.01711,-0.70561,0.26658,0.735368,-0.01194,0.959388,0.825932,-0.86398,0.004954,-0.45215,0.251123,-0.37948,0.461532,0.00488,-0.17253,-0.0039,0.112285,0.014104,0.512268,0.329602,-0.43653,0.06325,0.029067,12.99,0
217,-2.42123,-1.3696,2.261281,2.011034,1.878525,-1.27561,-1.25103,0.212619,0.142608,0.000982,-0.50459,-0.0324,-0.97731,0.028346,0.462211,-1.19354,0.863242,-0.60663,0.800709,-0.41178,-0.08958,0.157737,-0.62486,0.487156,0.270894,-0.09337,0.330056,-0.05634,24,0
218,-0.39172,1.106355,0.787765,0.510525,0.832968,0.151659,0.588155,0.312914,-0.77283,-0.86883,1.881226,0.062619,-1.07083,-0.70176,0.742399,0.045569,1.016696,0.305578,-0.86547,-0.15577,0.122192,0.365018,-0.21395,-0.42185,0.045355,-0.3233,0.080659,0.037889,1,0
218,-1.04567,0.48551,1.569232,0.160929,0.862462,0.523043,0.765997,0.092998,-0.03705,-0.18466,1.062636,0.376407,-1.42323,0.075106,-1.04032,-0.70884,-0.03401,-0.75918,-0.96168,-0.37713,0.012875,0.359808,-0.07579,-0.31759,-0.07334,-0.53277,-0.24114,-0.12489,17.56,0
218,1.201989,-0.03445,0.696628,0.956746,-0.00583,1.095223,-0.57452,0.243435,0.788419,-0.28325,-1.59997,0.791997,1.547689,-0.67065,0.390816,0.133,-0.55138,-0.21306,-0.05259,-0.03104,-0.10966,-0.0119,-0.16696,-1.29506,0.570793,-0.29685,0.094955,0.024008,12.99,0
220,-0.59206,0.785904,2.806517,2.935466,-0.35668,1.127563,-0.22513,0.514861,-0.75754,0.523216,0.104105,-0.25315,-1.28839,-0.07634,-0.64412,-0.05881,0.172292,0.695334,1.665713,0.134949,-0.10516,-0.21689,-0.19051,-0.03316,-0.00145,0.200179,0.109606,0.084341,18.96,0
220,1.219112,0.053694,-0.18032,0.680941,0.521584,0.893233,-0.20139,0.333033,0.100312,0.194016,-0.23357,-0.44222,-1.48892,0.803479,0.866548,0.789378,-0.99628,0.394383,0.291861,-0.17939,-0.3647,-1.19874,-0.02473,-1.82484,0.334878,-0.58918,0.019988,0.000532,22.58,0
221,-0.34287,-0.19955,1.976353,-0.00349,-1.17037,0.883501,-0.15188,0.160106,0.137973,-0.06012,-2.20101,0.852035,1.478893,-1.65373,-2.75015,-1.814,-0.02156,1.102767,-1.0183,-0.57216,-0.31344,0.086207,0.1096,-0.09895,-0.94301,-0.61866,0.253306,0.240271,99.82,0
221,-1.17773,0.318501,1.727123,-0.54958,0.737292,-0.05096,0.555482,-0.04176,0.21952,-0.26239,-0.14399,-0.57637,-2.12898,0.045079,-1.13214,0.311233,-0.73991,0.326511,0.377478,-0.32136,-0.27932,-0.64057,-0.55458,-0.51051,0.40327,0.178327,-0.35458,-0.23333,25.36,0
222,-0.3527,0.975517,1.603365,-0.28247,0.480561,-0.22265,0.850194,-0.26502,-0.28346,-0.16035,-0.89986,0.285476,1.584515,-0.49093,0.856472,0.362686,-0.93692,-0.0141,0.221106,0.30462,-0.13909,-0.0623,-0.23153,-0.41257,-0.18093,0.201127,0.178832,-0.03465,7.81,0
222,1.086971,0.045122,0.475774,1.344244,-0.30264,0.004408,-0.0964,0.182898,0.193464,0.073513,1.144166,0.662655,-1.42103,0.509992,-0.67944,-0.52963,0.153907,-0.40324,-0.15006,-0.23999,-0.04404,-0.00787,-0.04424,0.21338,0.562625,-0.34003,0.026737,0.007185,18.61,0
222,-0.44364,0.981193,1.234397,0.099497,-0.05127,-0.92744,0.862786,-0.09713,-0.44232,-0.5561,-0.17586,0.022964,0.33625,-0.46451,0.875372,0.381508,-0.00629,-0.14479,-0.10399,0.239101,-0.23077,-0.67744,0.099784,0.334204,-0.13278,0.069674,0.229407,0.102884,49.99,0
222,1.081027,-0.13945,0.483881,0.642057,-0.18685,0.538283,-0.30275,0.31592,0.277328,-0.10233,1.396865,1.050424,-0.70359,0.29514,-0.34487,-0.65101,0.376377,-1.05671,-0.21632,-0.18704,-0.12404,-0.19006,0.057896,-0.26935,0.253835,0.311886,0.001591,-0.00347,17.24,0
225,1.478773,-0.55109,-0.52315,-0.83115,-0.19541,-0.28919,-0.27925,-0.20561,-0.64781,0.576602,-1.76281,-1.01028,0.142995,-0.25663,-0.11472,0.940802,0.119767,-1.18877,1.33546,0.131487,0.071144,0.210635,-0.35628,-0.95415,0.963445,0.019195,-0.01629,-0.00638,34,0
225,-0.60883,0.876837,2.495715,3.138674,0.161264,-0.1071,0.515854,-0.13823,-1.03507,0.851909,-0.25099,0.420239,1.034333,-0.55515,0.067541,-0.68094,0.36602,-0.58361,1.052342,0.554611,-0.26287,-0.43924,-0.00677,0.717471,0.199742,0.072401,0.099756,-0.13652,35.11,0
227,-1.46538,1.382172,1.01979,0.250367,1.011414,-1.28181,1.186866,-0.31261,-0.7015,-1.06734,0.205773,0.315038,1.297579,-1.95178,0.410606,0.622671,0.534445,0.485837,-1.09638,0.004784,-0.03815,0.083481,-0.26602,0.270833,0.754353,-0.49153,-0.68982,-0.32937,1,0
227,1.120599,-0.31331,0.395309,0.596756,-0.42041,0.325862,-0.4041,0.283071,0.630035,-0.06635,0.581689,0.291918,-1.69604,0.329315,-0.63928,-0.28294,0.103546,-0.23621,0.278184,-0.18309,-0.03902,0.005732,-0.10884,-0.28323,0.441306,0.579529,-0.02644,-0.00708,29.95,0
228,1.105768,0.333012,0.184148,1.276948,-0.07812,-0.81095,0.45933,-0.17055,-0.29056,-0.00021,0.171827,0.336856,-0.35303,0.648164,0.957317,-0.39056,0.063751,-1.20158,-0.64113,-0.12687,-0.28253,-0.91037,0.149046,0.348783,0.32233,-0.67107,0.005913,0.028252,45.3,0
230,-0.42027,0.81476,1.513242,1.292782,0.138053,0.223342,1.088084,-0.15028,-0.21639,0.036197,-0.48913,0.181307,0.083522,-0.23631,0.22361,-1.30054,0.506324,-0.71151,0.70841,0.369869,-0.04395,0.31361,-0.03353,0.097487,-0.08028,-0.25518,0.244131,-0.01338,79.18,0
231,-0.96151,0.743351,1.173582,-0.22259,0.740528,1.739959,0.313013,0.699419,0.354716,-0.33326,-0.56608,-0.40862,-1.51221,0.106309,0.878589,-1.47694,1.134323,-2.14336,-0.9818,0.005877,-0.15286,-0.01197,-0.03939,-1.50444,-0.24825,0.411291,0.497315,0.207499,26.98,0
231,0.2831,0.819284,1.054309,0.348488,-0.15682,-0.50917,0.050382,-0.90818,-0.4069,-0.6109,0.610229,0.966776,1.167915,-0.41969,1.123808,0.076192,0.368976,-0.97522,-0.80296,-0.16524,0.509395,-0.96212,0.040063,0.381392,0.754119,0.179193,0.051791,0.114121,1.98,0
234,-0.60248,0.479089,0.54975,-1.06981,-0.50169,0.214778,-0.13968,0.55844,-1.91426,0.395764,1.501179,-0.34697,-0.71669,0.661588,0.471345,0.251716,1.111332,-1.55774,0.979035,-0.04695,0.433866,1.039252,-0.02503,-0.26075,-0.45698,-0.11758,-0.07371,0.055204,42.81,0
235,-0.66351,-0.04444,1.029253,-2.49807,-1.35008,-0.79877,-0.58107,0.480997,-2.51704,0.961802,0.656159,-0.75986,-0.5226,0.213254,-0.78282,0.110467,0.192158,0.695763,-0.56921,-0.35788,-0.0519,0.070846,0.039321,0.27575,-0.33025,-0.42394,0.251989,0.133957,25,0
236,-1.16909,1.096292,0.669688,1.052534,0.422465,0.70345,0.039273,0.672068,-0.4574,0.095543,0.157095,0.565152,-0.33275,0.456905,-0.39264,-0.65531,0.242119,0.144195,1.360637,-0.1156,-0.0106,0.224395,0.001345,-0.80753,0.035781,-0.1981,0.091107,0.075884,0.99,0
236,-0.43834,1.028364,1.455502,-0.23027,0.198899,-0.35833,0.659133,0.059988,-0.74186,-0.16749,1.123057,0.906575,0.717446,0.177484,0.094042,0.45945,-0.80597,0.165908,0.422938,0.173605,-0.18752,-0.48544,-0.07414,-0.00259,-0.15393,0.071891,0.264233,0.109265,7.14,0
237,1.260248,-0.02017,-1.16439,0.266251,2.184886,3.607421,-0.437,0.848745,0.172271,-0.01901,-0.54231,0.236194,-0.22254,0.191842,-0.15096,-0.10109,-0.51079,-0.076,0.363063,-0.03554,-0.18247,-0.48165,-0.12801,1.009959,0.892621,-0.3268,0.025039,0.012735,9.99,0
237,-0.47329,0.479627,1.528538,-0.09819,-0.00552,-0.77326,0.668,-0.03005,0.05842,-0.80675,-0.94876,0.011521,-0.53104,-0.14968,-0.77274,-0.08547,-0.19033,-0.57385,-0.33499,-0.08526,-0.14316,-0.41384,-0.0384,0.399344,0.114656,0.121233,-0.04441,0.002269,32.51,0
238,-0.9924,1.626591,0.960248,0.091999,-0.23796,-0.5508,0.108649,-0.37849,-0.69448,-0.74547,0.339333,0.937415,1.214787,-0.26506,0.942095,0.071853,0.571629,-0.78108,-0.60078,-0.13386,0.60209,-0.69328,0.209737,0.365068,-0.19516,0.086514,0.183661,0.043364,8.99,0
239,1.167527,-0.31829,0.502464,0.033904,-0.58428,0.024592,-0.41374,0.186412,0.605945,-0.22131,1.115793,0.941681,-0.74434,0.111581,-0.68603,-0.43362,0.250641,-0.59692,0.394675,-0.13834,-0.04054,0.092396,-0.03832,0.115915,0.319733,1.125327,-0.05886,-0.01419,10,0
241,-1.14232,0.626405,2.526917,2.827973,0.619263,0.897473,0.536278,-0.06016,-0.81375,1.426859,1.20026,0.094229,-0.63397,-0.32143,-0.11759,-0.72202,0.241444,-0.26465,1.229591,0.263686,-0.30975,-0.26917,0.177396,-0.01958,0.048651,0.068831,-0.2465,-0.23084,10.62,0
241,-2.39845,2.022961,1.628462,-0.54048,-0.5126,0.238407,0.171944,0.179583,2.125255,2.084365,-1.46585,-0.61069,-0.66114,-1.21637,0.350778,0.044411,-0.54952,0.146799,0.264154,1.213029,-0.44356,-0.35806,-0.29397,-0.46445,0.704249,0.429738,0.968048,0.40039,4.81,0
241,-0.84935,1.019508,1.517236,0.579468,0.539187,-0.21166,1.346509,-0.98969,0.904159,1.629665,-0.29498,-1.73227,-2.58334,-0.25572,1.724557,-0.92098,-0.23588,-0.20813,0.102785,0.065724,0.004282,0.508111,-0.18074,0.017425,-0.52566,-0.48066,-1.1877,-0.65482,12.2,0
241,1.181572,0.241408,0.024537,0.885832,-0.12147,-0.27555,-0.14241,0.031283,0.253328,-0.62459,1.131632,1.126152,0.45217,-1.51747,-0.98281,0.366512,0.726422,0.558842,0.393116,-0.01039,-0.14311,-0.17214,-0.15684,-0.04528,0.583795,0.412511,0.001454,0.030863,12.31,0
242,-0.39894,0.941953,1.359288,0.01349,-0.19194,-0.82444,0.474948,0.175557,-0.36299,-0.28327,1.325202,-0.39648,-2.02069,0.181072,0.399853,0.614077,-0.05288,0.537637,0.135446,-0.01226,-0.22221,-0.70446,0.020807,0.429138,-0.2864,0.048579,0.229096,0.085802,2.69,0
244,-1.11895,-0.07137,2.807769,1.025675,-0.10075,0.50868,0.620313,-0.21314,0.333039,-0.0749,-0.34593,-0.23248,-0.16217,-0.69846,1.245755,-0.51421,-0.05172,-0.1228,0.216859,0.101302,-0.04578,0.455553,0.170942,0.076211,0.197637,-0.28667,-0.23053,-0.40508,100.37,0
246,-1.07705,2.140916,1.152884,2.458834,0.576572,0.845961,0.015987,-2.76426,-1.11462,1.43837,-1.01537,0.074782,1.623447,-0.27068,1.074919,-0.02233,-0.33333,0.269594,0.997791,-0.23767,2.429374,-0.24454,0.063246,-0.44863,-0.23619,0.233937,-0.29567,-0.05494,1.5,0
246,1.311258,0.075028,-1.29283,-0.48315,2.139257,3.181564,-0.50505,0.80486,-0.07407,-0.21743,0.131576,-0.02815,0.01146,-0.11292,1.300007,0.812807,-0.49548,0.166473,0.175176,0.032734,-0.34268,-1.1485,0.095279,0.946121,0.369713,0.110626,-0.02184,0.023638,1.98,0
246,-1.0692,1.239963,0.545157,1.005354,-0.0257,-0.91067,0.422442,0.049283,-0.5646,0.143902,-0.32363,0.862355,1.646159,0.103236,0.885609,-0.27957,-0.1991,-0.10096,0.374319,-0.13416,0.146555,0.60299,0.132656,0.427113,-0.08403,-0.41719,-0.89788,-0.46204,2.98,0
247,-0.68577,0.554019,2.014829,-0.56103,0.683347,0.002232,0.804394,-0.15456,0.3399,-0.96406,-1.60402,0.617383,1.383538,-1.0276,-1.28556,0.534263,-1.32065,0.044955,-1.49377,-0.05147,0.113873,0.642716,-0.42198,-0.41162,0.359461,-0.54501,-0.04024,-0.09693,18.94,0
248,-0.21687,0.900896,1.50285,0.812492,0.193952,-0.03149,0.490795,0.120991,-0.90734,-0.10627,1.750772,1.119544,0.592076,0.364704,0.611497,-0.34977,-0.1743,-0.02647,0.235718,0.023362,0.147497,0.46347,-0.04512,0.224126,-0.2754,-0.41534,0.108635,0.052981,10,0
